Type,Series,Car,Axle,Position,Time,Mileage,tamian,zhijing
C70A,3,17,201568,8,0,0,NA,NA
C70A,3,17,200531,1,137,58572,0.5,NA
C70A,3,17,200531,2,137,58572,0.7,NA
C70A,3,17,110857,3,137,58572,1,NA
C70A,3,17,110857,4,137,58572,0.8,NA
C70A,3,17,84,5,137,58572,0.7,NA
C70A,3,17,84,6,137,58572,0.5,NA
C70A,3,17,201568,7,137,58572,0.6,NA
C70A,3,17,201568,8,137,58572,0.7,NA
C70A,3,17,200531,1,193,85591,1.4,NA
C70A,3,17,200531,2,193,85591,1.5,NA
C70A,3,17,110857,3,193,85591,1.2,NA
C70A,3,17,110857,4,193,85591,1.3,NA
C70A,3,17,84,5,193,85591,0.9,NA
C70A,3,17,84,6,193,85591,1.2,NA
C70A,3,17,201568,7,193,85591,0.4,NA
C70A,3,17,201568,8,193,85591,0.8,NA
C70A,3,17,200531,1,239,106130,1.8,822
C70A,3,17,200531,2,239,106130,1.2,823.2
C70A,3,17,110857,3,239,106130,1.6,821
C70A,3,17,110857,4,239,106130,2.6,819.8
C70A,3,17,84,5,239,106130,2.3,817.9
C70A,3,17,84,6,239,106130,1.1,820.6
C70A,3,17,201568,7,239,106130,1.3,821.2
C70A,3,17,201568,8,239,106130,1.8,820.4
C70A,3,18,107540,1,0,0,NA,NA
C70A,3,18,107540,2,0,0,NA,NA
C70A,3,18,152084,3,0,0,NA,NA
C70A,3,18,152084,4,0,0,NA,NA
C70A,3,18,13239,5,0,0,0,820.8
C70A,3,18,13239,6,0,0,0,820
C70A,3,18,4973,7,0,0,NA,821.1
C70A,3,18,4973,8,0,0,NA,820.5
C70A,3,18,107540,1,137,58572,0.5,NA
C70A,3,18,107540,2,137,58572,0.4,NA
C70A,3,18,152084,3,137,58572,0.6,NA
C70A,3,18,152084,4,137,58572,0.7,NA
C70A,3,18,13239,5,137,58572,0.5,NA
C70A,3,18,13239,6,137,58572,0.6,NA
C70A,3,18,4973,7,137,58572,2.5,NA
C70A,3,18,4973,8,137,58572,2.7,NA
C70A,3,18,107540,1,193,85591,1.2,NA
C70A,3,18,107540,2,193,85591,2.7,NA
C70A,3,18,152084,3,193,85591,1.4,NA
C70A,3,18,152084,4,193,85591,1.5,NA
C70A,3,18,13239,5,193,85591,1.6,NA
C70A,3,18,13239,6,193,85591,3.2,NA
C70A,3,18,4973,7,193,85591,0.8,NA
C70A,3,18,4973,8,193,85591,0.7,NA
C70A,3,18,107540,1,239,106130,1.4,817.6
C70A,3,18,107540,2,239,106130,0.8,818.4
C70A,3,18,152084,3,239,106130,1.5,818.5
C70A,3,18,152084,4,239,106130,2.2,816.4
C70A,3,18,13239,5,239,106130,1.2,816.4
C70A,3,18,13239,6,239,106130,0.9,817.1
C70A,3,18,4973,7,239,106130,3.4,816.5
C70A,3,18,4973,8,239,106130,3.3,817
C70A,4,19,5334,1,0,0,NA,838
C70A,4,19,5334,2,0,0,NA,838.4
C70A,4,19,11934,3,0,0,NA,836
C70A,4,19,11934,4,0,0,NA,836
C70A,4,19,32616,5,0,0,NA,841
C70A,4,19,32616,6,0,0,NA,841
C70A,4,19,78738,7,0,0,NA,840.6
C70A,4,19,78738,8,0,0,NA,840.5
C70A,4,19,5334,1,374,153125,2.4,835.2
C70A,4,19,5334,2,374,153125,2.3,835.1
C70A,4,19,11934,3,374,153125,1.7,834.4
C70A,4,19,11934,4,374,153125,2.2,833.1
C70A,4,19,32616,5,374,153125,1.7,839.5
C70A,4,19,32616,6,374,153125,1.8,838.7
C70A,4,19,78738,7,374,153125,2,838.5
C70A,4,19,78738,8,374,153125,2.2,837.7
C70A,4,19,5334,1,429,178601,2.9,NA
C70A,4,19,5334,2,429,178601,2.8,NA
C70A,4,19,11934,3,429,178601,NA,NA
C70A,4,19,11934,4,429,178601,2.9,NA
C70A,4,19,32616,5,429,178601,2.1,NA
C70A,4,19,32616,6,429,178601,2.3,NA
C70A,4,19,78738,7,429,178601,2.3,NA
C70A,4,19,78738,8,429,178601,3,NA
C70A,4,19,5334,1,484,204963,3.4,831.9
C70A,4,19,5334,2,484,204963,2.9,832.9
C70A,4,19,11934,3,484,204963,2.6,831.5
C70A,4,19,11934,4,484,204963,3,831
C70A,4,19,32616,5,484,204963,2.6,836.8
C70A,4,19,32616,6,484,204963,2.7,836.9
C70A,4,19,78738,7,484,204963,2.7,836.3
C70A,4,19,78738,8,484,204963,3.2,835.4
C70A,4,20,33044,1,0,0,NA,836.5
C70A,4,20,33044,2,0,0,NA,836.4
C70A,4,20,43647,3,0,0,NA,836
C70A,4,20,43647,4,0,0,NA,836
C70A,4,20,74853,5,0,0,NA,835.2
C70A,4,20,74853,6,0,0,NA,835.5
C70A,4,20,22461,7,0,0,NA,839.4
C70A,4,20,22461,8,0,0,NA,840
C70A,4,20,33044,1,374,153125,1.9,834.1
C70A,4,20,33044,2,374,153125,2.2,833.5
C70A,4,20,43647,3,374,153125,2.5,833.5
C70A,4,20,43647,4,374,153125,2,833.4
C70A,4,20,74853,5,374,153125,3.1,831.6
C70A,4,20,74853,6,374,153125,2.3,833.3
C70A,4,20,22461,7,374,153125,2.8,836.5
C70A,4,20,22461,8,374,153125,2.5,837.5
C70A,4,20,33044,1,429,178601,NA,NA
C70A,4,20,33044,2,429,178601,NA,NA
C70A,4,20,43647,3,429,178601,2.8,NA
C70A,4,20,43647,4,429,178601,2.6,NA
C70A,4,20,74853,5,429,178601,4.2,NA
C70A,4,20,74853,6,429,178601,NA,NA
C70A,4,20,22461,7,429,178601,3.6,NA
C70A,4,20,22461,8,429,178601,3,NA
C70A,4,20,33044,1,484,204963,2.9,831
C70A,4,20,33044,2,484,204963,3.1,830.9
C70A,4,20,43647,3,484,204963,3.5,830.3
C70A,4,20,43647,4,484,204963,3.1,831.3
C70A,4,20,74853,5,484,204963,4.7,827.3
C70A,4,20,74853,6,484,204963,2.9,831.1
C70A,4,20,22461,7,484,204963,3.7,834
C70A,4,20,22461,8,484,204963,3.1,835.5
C70A,4,21,29936,1,0,0,NA,841.5
C70A,4,21,29936,2,0,0,NA,841.3
C70A,4,21,34712,3,0,0,NA,840
C70A,4,21,34712,4,0,0,NA,840
C70A,4,21,15943,5,0,0,NA,840.5
C70A,4,21,15943,6,0,0,NA,840.4
C70A,4,21,27702,7,0,0,NA,841
C70A,4,21,27702,8,0,0,NA,840.5
C70A,4,21,29936,1,374,153125,1.9,839.4
C70A,4,21,29936,2,374,153125,2.4,838.1
C70A,4,21,34712,3,374,153125,2.4,838.6
C70A,4,21,34712,4,374,153125,3.1,836.3
C70A,4,21,15943,5,374,153125,2,838.8
C70A,4,21,15943,6,374,153125,2.6,837.5
C70A,4,21,27702,7,374,153125,2.2,838.7
C70A,4,21,27702,8,374,153125,2.6,836.9
C70A,4,21,29936,1,429,178601,2.8,NA
C70A,4,21,29936,2,429,178601,2.9,NA
C70A,4,21,34712,3,429,178601,3,NA
C70A,4,21,34712,4,429,178601,3.7,NA
C70A,4,21,15943,5,429,178601,NA,NA
C70A,4,21,15943,6,429,178601,3.2,NA
C70A,4,21,27702,7,429,178601,2.8,NA
C70A,4,21,27702,8,429,178601,3,NA
C70A,4,21,29936,1,484,204963,3,836
C70A,4,21,29936,2,484,204963,3.8,834.8
C70A,4,21,34712,3,484,204963,3.4,835.1
C70A,4,21,34712,4,484,204963,3.8,834
C70A,4,21,15943,5,484,204963,3.1,834.6
C70A,4,21,15943,6,484,204963,3.5,835.2
C70A,4,21,27702,7,484,204963,3.2,835.3
C70A,4,21,27702,8,484,204963,4.2,833.6
C70A,4,22,65104,1,0,0,0,826
C70A,4,22,65104,2,0,0,0,826
C70A,4,22,2835,3,0,0,0,826
C70A,4,22,2835,4,0,0,0,826
C70A,4,22,153668,5,0,0,0,824
C70A,4,22,153668,6,0,0,0,824
C70A,4,22,146181,7,0,0,NA,825
C70A,4,22,146181,8,0,0,NA,825
C70A,4,22,65104,1,374,153125,0.5,824.8
C70A,4,22,65104,2,374,153125,0.4,834.5
C70A,4,22,2835,3,374,153125,0.4,824.5
C70A,4,22,2835,4,374,153125,0.7,824.4
C70A,4,22,153668,5,374,153125,0.9,821.6
C70A,4,22,153668,6,374,153125,1.4,820.7
C70A,4,22,146181,7,374,153125,2,823.1
C70A,4,22,146181,8,374,153125,2.5,822.6
C70A,4,22,65104,1,429,178601,1.5,NA
C70A,4,22,65104,2,429,178601,1,NA
C70A,4,22,2835,3,429,178601,1,NA
C70A,4,22,2835,4,429,178601,NA,NA
C70A,4,22,153668,5,429,178601,NA,NA
C70A,4,22,153668,6,429,178601,2,NA
C70A,4,22,146181,7,429,178601,2.7,NA
C70A,4,22,146181,8,429,178601,2,NA
C70A,4,22,65104,1,484,204963,1.6,821.6
C70A,4,22,65104,2,484,204963,1.6,821.5
C70A,4,22,2835,3,484,204963,1.7,821.2
C70A,4,22,2835,4,484,204963,1.4,822.5
C70A,4,22,153668,5,484,204963,1.8,817.8
C70A,4,22,153668,6,484,204963,2.1,817.7
C70A,4,22,146181,7,484,204963,3,820.4
C70A,4,22,146181,8,484,204963,3.4,819.9
C70A,3,23,33717,1,0,0,0,819.4
C70A,3,23,33717,2,0,0,0,819.9
C70A,3,23,33598,3,0,0,0,817.7
C70A,3,23,33598,4,0,0,0,818
C70A,3,23,5230,5,0,0,0,815.7
C70A,3,23,5230,6,0,0,0,816.2
C70A,3,23,14318,7,0,0,0,815.8
C70A,3,23,14318,8,0,0,0,816.2
C70A,3,23,33717,1,137,58572,0.5,NA
C70A,3,23,33717,2,137,58572,0.4,NA
C70A,3,23,33598,3,137,58572,0.8,NA
C70A,3,23,33598,4,137,58572,0.6,NA
C70A,3,23,5230,5,137,58572,0.7,NA
C70A,3,23,5230,6,137,58572,0.9,NA
C70A,3,23,14318,7,137,58572,1.1,NA
C70A,3,23,14318,8,137,58572,0.7,NA
C70A,3,23,33717,1,193,85591,0.4,NA
C70A,3,23,33717,2,193,85591,0.7,NA
C70A,3,23,33598,3,193,85591,1.5,NA
C70A,3,23,33598,4,193,85591,2.1,NA
C70A,3,23,5230,5,193,85591,1.4,NA
C70A,3,23,5230,6,193,85591,2,NA
C70A,3,23,14318,7,193,85591,1.5,NA
C70A,3,23,14318,8,193,85591,0.6,NA
C70A,3,23,33717,1,239,106130,2.1,814
C70A,3,23,33717,2,239,106130,1.3,817
C70A,3,23,33598,3,239,106130,1.4,814.3
C70A,3,23,33598,4,239,106130,2.5,812.4
C70A,3,23,5230,5,239,106130,1.5,812.4
C70A,3,23,5230,6,239,106130,1.7,412.6
C70A,3,23,14318,7,239,106130,2.5,809.5
C70A,3,23,14318,8,239,106130,1.5,812.7
C70A,3,24,31114,1,0,0,0,823.7
C70A,3,24,31114,2,0,0,0,824
C70A,3,24,33705,3,0,0,0,823.7
C70A,3,24,33705,4,0,0,0,823.1
C70A,3,24,5256,5,0,0,0,821
C70A,3,24,5256,6,0,0,0,821.1
C70A,3,24,31026,7,0,0,0,822
C70A,3,24,31026,8,0,0,0,822.1
C70A,3,24,31114,1,137,58572,0.7,NA
C70A,3,24,31114,2,137,58572,0.8,NA
C70A,3,24,33705,3,137,58572,0.9,NA
C70A,3,24,33705,4,137,58572,1.1,NA
C70A,3,24,5256,5,137,58572,0.8,NA
C70A,3,24,5256,6,137,58572,0.9,NA
C70A,3,24,31026,7,137,58572,0.9,NA
C70A,3,24,31026,8,137,58572,0.7,NA
C70A,3,24,31114,1,193,85591,1.1,NA
C70A,3,24,31114,2,193,85591,0,NA
C70A,3,24,33705,3,193,85591,1.1,NA
C70A,3,24,33705,4,193,85591,0.5,NA
C70A,3,24,5256,5,193,85591,1.1,NA
C70A,3,24,5256,6,193,85591,1,NA
C70A,3,24,31026,7,193,85591,1,NA
C70A,3,24,31026,8,193,85591,1.1,NA
C70A,3,24,31114,1,239,106130,0.8,820.4
C70A,3,24,31114,2,239,106130,1.5,819.9
C70A,3,24,33705,3,239,106130,1.8,819.4
C70A,3,24,33705,4,239,106130,0.7,820.6
C70A,3,24,5256,5,239,106130,0.7,817.5
C70A,3,24,5256,6,239,106130,1.6,817.9
C70A,3,24,31026,7,239,106130,2.2,816.5
C70A,3,24,31026,8,239,106130,0.9,819.4
C70A,3,25,84513,1,0,0,0,828.8
C70A,3,25,84513,2,0,0,0,828.6
C70A,3,25,10574,3,0,0,0,828.2
C70A,3,25,10574,4,0,0,0,828.2
C70A,3,25,31060,5,0,0,0,831.7
C70A,3,25,31060,6,0,0,0,831.2
C70A,3,25,61651,7,0,0,0,833.3
C70A,3,25,61651,8,0,0,0,833.8
C70A,3,25,84513,1,137,58572,0.5,NA
C70A,3,25,84513,2,137,58572,0.7,NA
C70A,3,25,10574,3,137,58572,1,NA
C70A,3,25,10574,4,137,58572,0.8,NA
C70A,3,25,31060,5,137,58572,0.9,NA
C70A,3,25,31060,6,137,58572,1.1,NA
C70A,3,25,61651,7,137,58572,0.8,NA
C70A,3,25,61651,8,137,58572,0.9,NA
C70A,3,25,84513,1,193,85591,1.1,NA
C70A,3,25,84513,2,193,85591,2.1,NA
C70A,3,25,10574,3,193,85591,1.9,NA
C70A,3,25,10574,4,193,85591,1.1,NA
C70A,3,25,31060,5,193,85591,0.9,NA
C70A,3,25,31060,6,193,85591,0.6,NA
C70A,3,25,61651,7,193,85591,0.6,NA
C70A,3,25,61651,8,193,85591,1,NA
C70A,3,25,84513,1,239,106130,1.8,824.8
C70A,3,25,84513,2,239,106130,2.7,822.3
C70A,3,25,10574,3,239,106130,2.5,821.8
C70A,3,25,10574,4,239,106130,1.5,824.2
C70A,3,25,31060,5,239,106130,1.5,828.3
C70A,3,25,31060,6,239,106130,0.6,828.6
C70A,3,25,61651,7,239,106130,0.9,830.4
C70A,3,25,61651,8,239,106130,0.6,831.5
C70A,3,26,201797,1,0,0,0,827
C70A,3,26,201797,2,0,0,0,827.2
C70A,3,26,68160,3,0,0,0,826.1
C70A,3,26,68160,4,0,0,0,825.9
C70A,3,26,1014,5,0,0,0,825.1
C70A,3,26,1014,6,0,0,0,825.3
C70A,3,26,12532,7,0,0,0,826
C70A,3,26,12532,8,0,0,0,825.4
C70A,3,26,201797,1,137,58572,0.7,NA
C70A,3,26,201797,2,137,58572,0.9,NA
C70A,3,26,68160,3,137,58572,0.7,NA
C70A,3,26,68160,4,137,58572,0.8,NA
C70A,3,26,1014,5,137,58572,0.9,NA
C70A,3,26,1014,6,137,58572,0.7,NA
C70A,3,26,12532,7,137,58572,1.1,NA
C70A,3,26,12532,8,137,58572,1,NA
C70A,3,26,201797,1,193,85591,1,NA
C70A,3,26,201797,2,193,85591,2,NA
C70A,3,26,68160,3,193,85591,3,NA
C70A,3,26,68160,4,193,85591,0.9,NA
C70A,3,26,1014,5,193,85591,1.4,NA
C70A,3,26,1014,6,193,85591,1.8,NA
C70A,3,26,12532,7,193,85591,1,NA
C70A,3,26,12532,8,193,85591,1.7,NA
C70A,3,26,201797,1,239,106130,1,823.6
C70A,3,26,201797,2,239,106130,2.7,821.5
C70A,3,26,68160,3,239,106130,3.4,818.7
C70A,3,26,68160,4,239,106130,1.2,822.4
C70A,3,26,1014,5,239,106130,1.5,821.3
C70A,3,26,1014,6,239,106130,1.7,819.8
C70A,3,26,12532,7,239,106130,1,822
C70A,3,26,12532,8,239,106130,1.9,821.1
C70A,4,27,161657,1,0,0,NA,825
C70A,4,27,161657,2,0,0,NA,825
C70A,4,27,148675,3,0,0,NA,822
C70A,4,27,148675,4,0,0,NA,822
C70A,4,27,70921,5,0,0,NA,822
C70A,4,27,70921,6,0,0,NA,821.2
C70A,4,27,163419,7,0,0,NA,821.2
C70A,4,27,163419,8,0,0,NA,822
C70A,4,27,161657,1,374,153125,2.2,823.2
C70A,4,27,161657,2,374,153125,2.8,821.8
C70A,4,27,148675,3,374,153125,2,820
C70A,4,27,148675,4,374,153125,2.3,819.5
C70A,4,27,70921,5,374,153125,2.6,820.7
C70A,4,27,70921,6,374,153125,2.2,819.1
C70A,4,27,163419,7,374,153125,2.8,819.4
C70A,4,27,163419,8,374,153125,2.4,819
C70A,4,27,161657,1,429,178601,2.8,NA
C70A,4,27,161657,2,429,178601,3.3,NA
C70A,4,27,148675,3,429,178601,2.5,NA
C70A,4,27,148675,4,429,178601,2.5,NA
C70A,4,27,70921,5,429,178601,2.7,NA
C70A,4,27,70921,6,429,178601,2.5,NA
C70A,4,27,163419,7,429,178601,3.2,NA
C70A,4,27,163419,8,429,178601,2.1,NA
C70A,4,27,161657,1,484,204963,3.2,820.6
C70A,4,27,161657,2,484,204963,4.1,819.4
C70A,4,27,148675,3,484,204963,3.2,816.8
C70A,4,27,148675,4,484,204963,3.1,817.6
C70A,4,27,70921,5,484,204963,3.2,817.3
C70A,4,27,70921,6,484,204963,3,817.1
C70A,4,27,163419,7,484,204963,3.6,815.9
C70A,4,27,163419,8,484,204963,3.2,816.7
C70A,4,28,65144,1,0,0,NA,826.4
C70A,4,28,65144,2,0,0,NA,826
C70A,4,28,162966,3,0,0,NA,825
C70A,4,28,162966,4,0,0,NA,825
C70A,4,28,159823,5,0,0,NA,827.5
C70A,4,28,159823,6,0,0,NA,827.6
C70A,4,28,19636,7,0,0,NA,830
C70A,4,28,19636,8,0,0,NA,830
C70A,4,28,65144,1,374,153125,2.3,824.3
C70A,4,28,65144,2,374,153125,2.5,823.7
C70A,4,28,162966,3,374,153125,2.3,823.5
C70A,4,28,162966,4,374,153125,2.5,821.7
C70A,4,28,159823,5,374,153125,2.4,826
C70A,4,28,159823,6,374,153125,2.9,824.9
C70A,4,28,19636,7,374,153125,2.3,827.5
C70A,4,28,19636,8,374,153125,2.2,827.7
C70A,4,28,65144,1,429,178601,2.9,NA
C70A,4,28,65144,2,429,178601,NA,NA
C70A,4,28,162966,3,429,178601,2.5,NA
C70A,4,28,162966,4,429,178601,3.1,NA
C70A,4,28,159823,5,429,178601,2.8,NA
C70A,4,28,159823,6,429,178601,3,NA
C70A,4,28,19636,7,429,178601,NA,NA
C70A,4,28,19636,8,429,178601,NA,NA
C70A,4,28,65144,1,484,204963,3.1,821.8
C70A,4,28,65144,2,484,204963,3.3,821.4
C70A,4,28,162966,3,484,204963,3,819.6
C70A,4,28,162966,4,484,204963,3.6,819.7
C70A,4,28,159823,5,484,204963,3.1,822.7
C70A,4,28,159823,6,484,204963,3.3,822.8
C70A,4,28,19636,7,484,204963,2.9,825
C70A,4,28,19636,8,484,204963,2.8,825.6
C70A,3,29,41435,1,0,0,NA,NA
C70A,3,29,41435,2,0,0,NA,NA
C70A,3,29,32602,3,0,0,NA,NA
C70A,3,29,32602,4,0,0,NA,NA
C70A,3,29,4114,5,0,0,NA,NA
C70A,3,29,4114,6,0,0,NA,NA
C70A,3,29,2213,7,0,0,NA,NA
C70A,3,29,2213,8,0,0,NA,NA
C70A,3,29,41435,1,137,58572,0.5,NA
C70A,3,29,41435,2,137,58572,0.7,NA
C70A,3,29,32602,3,137,58572,0.9,NA
C70A,3,29,32602,4,137,58572,1,NA
C70A,3,29,4114,5,137,58572,0.7,NA
C70A,3,29,4114,6,137,58572,0.6,NA
C70A,3,29,2213,7,137,58572,1.1,NA
C70A,3,29,2213,8,137,58572,0.8,NA
C70A,3,29,41435,1,193,85591,0.8,NA
C70A,3,29,41435,2,193,85591,1,NA
C70A,3,29,32602,3,193,85591,1,NA
C70A,3,29,32602,4,193,85591,1.1,NA
C70A,3,29,4114,5,193,85591,0.7,NA
C70A,3,29,4114,6,193,85591,1,NA
C70A,3,29,2213,7,193,85591,0.6,NA
C70A,3,29,2213,8,193,85591,1.9,NA
C70A,3,29,41435,1,239,106130,0.6,816.4
C70A,3,29,41435,2,239,106130,1.1,816.4
C70A,3,29,32602,3,239,106130,0.8,815.4
C70A,3,29,32602,4,239,106130,0.5,815.5
C70A,3,29,4114,5,239,106130,0.7,813.3
C70A,3,29,4114,6,239,106130,0.8,812.9
C70A,3,29,2213,7,239,106130,0.8,814.9
C70A,3,29,2213,8,239,106130,1.5,812.9
C70A,3,30,296,1,0,0,NA,NA
C70A,3,30,296,2,0,0,NA,NA
C70A,3,30,34880,3,0,0,NA,NA
C70A,3,30,34880,4,0,0,NA,NA
C70A,3,30,111021,5,0,0,NA,NA
C70A,3,30,111021,6,0,0,NA,NA
C70A,3,30,16512,7,0,0,0,822.1
C70A,3,30,16512,8,0,0,0,822
C70A,3,30,296,1,137,58572,1,NA
C70A,3,30,296,2,137,58572,0.8,NA
C70A,3,30,34880,3,137,58572,0.7,NA
C70A,3,30,34880,4,137,58572,0.8,NA
C70A,3,30,111021,5,137,58572,0.8,NA
C70A,3,30,111021,6,137,58572,0.7,NA
C70A,3,30,16512,7,137,58572,0.8,NA
C70A,3,30,16512,8,137,58572,0.7,NA
C70A,3,30,296,1,193,85591,1.9,NA
C70A,3,30,296,2,193,85591,1.8,NA
C70A,3,30,34880,3,193,85591,0.7,NA
C70A,3,30,34880,4,193,85591,1.6,NA
C70A,3,30,111021,5,193,85591,0.8,NA
C70A,3,30,111021,6,193,85591,0.8,NA
C70A,3,30,16512,7,193,85591,1.8,NA
C70A,3,30,16512,8,193,85591,2,NA
C70A,3,30,296,1,239,106130,1.7,818.2
C70A,3,30,296,2,239,106130,1.2,819.2
C70A,3,30,34880,3,239,106130,0.6,818
C70A,3,30,34880,4,239,106130,1.8,815.6
C70A,3,30,111021,5,239,106130,0.7,819.3
C70A,3,30,111021,6,239,106130,1,818.6
C70A,3,30,16512,7,239,106130,1.5,817.1
C70A,3,30,16512,8,239,106130,2,816.4
C70A,4,31,142691,1,0,0,NA,808.5
C70A,4,31,142691,2,0,0,NA,808
C70A,4,31,32068,3,0,0,NA,801.2
C70A,4,31,32068,4,0,0,NA,801
C70A,4,31,98264,5,0,0,0,807
C70A,4,31,98264,6,0,0,0,807
C70A,4,31,94107,7,0,0,NA,808.5
C70A,4,31,94107,8,0,0,NA,808
C70A,4,31,142691,1,374,153125,1.5,806.7
C70A,4,31,142691,2,374,153125,2.1,805.5
C70A,4,31,32068,3,374,153125,1.9,799.4
C70A,4,31,32068,4,374,153125,2.1,798.8
C70A,4,31,98264,5,374,153125,0.7,805.5
C70A,4,31,98264,6,374,153125,1.1,804
C70A,4,31,94107,7,374,153125,2.3,806.9
C70A,4,31,94107,8,374,153125,3.1,805
C70A,4,31,142691,1,429,178601,NA,NA
C70A,4,31,142691,2,429,178601,NA,NA
C70A,4,31,32068,3,429,178601,NA,NA
C70A,4,31,32068,4,429,178601,NA,NA
C70A,4,31,98264,5,429,178601,NA,NA
C70A,4,31,98264,6,429,178601,NA,NA
C70A,4,31,94107,7,429,178601,NA,NA
C70A,4,31,94107,8,429,178601,NA,NA
C70A,4,31,142691,1,484,204963,1.7,805.3
C70A,4,31,142691,2,484,204963,2.3,804.4
C70A,4,31,32068,3,484,204963,2.3,797.9
C70A,4,31,32068,4,484,204963,2.2,798.2
C70A,4,31,98264,5,484,204963,1,803.9
C70A,4,31,98264,6,484,204963,1.4,803
C70A,4,31,94107,7,484,204963,2.6,805
C70A,4,31,94107,8,484,204963,3.1,804.5
C70A,4,32,77328,1,0,0,0,830
C70A,4,32,77328,2,0,0,NA,830
C70A,4,32,8104,3,0,0,NA,829
C70A,4,32,8104,4,0,0,0,829
C70A,4,32,43531,5,0,0,1,839
C70A,4,32,43531,6,0,0,NA,839
C70A,4,32,79187,7,0,0,NA,838.5
C70A,4,32,79187,8,0,0,0,838.4
C70A,4,32,77328,1,374,153125,0.8,828.1
C70A,4,32,77328,2,374,153125,0.8,828.1
C70A,4,32,8104,3,374,153125,0.8,827.3
C70A,4,32,8104,4,374,153125,0.9,827.4
C70A,4,32,43531,5,374,153125,2.2,837.5
C70A,4,32,43531,6,374,153125,2.8,835.3
C70A,4,32,79187,7,374,153125,1.2,835.9
C70A,4,32,79187,8,374,153125,0.9,836.7
C70A,4,32,77328,1,429,178601,NA,NA
C70A,4,32,77328,2,429,178601,NA,NA
C70A,4,32,8104,3,429,178601,NA,NA
C70A,4,32,8104,4,429,178601,NA,NA
C70A,4,32,43531,5,429,178601,NA,NA
C70A,4,32,43531,6,429,178601,3.5,NA
C70A,4,32,79187,7,429,178601,2,NA
C70A,4,32,79187,8,429,178601,1.5,NA
C70A,4,32,77328,1,484,204963,1.4,825.6
C70A,4,32,77328,2,484,204963,1.4,826
C70A,4,32,8104,3,484,204963,1.5,824.6
C70A,4,32,8104,4,484,204963,1.5,824.8
C70A,4,32,43531,5,484,204963,2.7,834.8
C70A,4,32,43531,6,484,204963,3.8,832.8
C70A,4,32,79187,7,484,204963,2.3,832.9
C70A,4,32,79187,8,484,204963,1.9,833.6
C70A,4,33,23047,1,0,0,NA,827.5
C70A,4,33,23047,2,0,0,NA,827.5
C70A,4,33,3194,3,0,0,NA,826
C70A,4,33,3194,4,0,0,NA,826
C70A,4,33,141827,5,0,0,NA,824.8
C70A,4,33,141827,6,0,0,NA,824.2
