Type,Series,Car,Axle,Position,Time,Mileage,tamian,zhijing
C70A,4,33,8880,7,0,0,NA,831.8
C70A,4,33,8880,8,0,0,NA,832
C70A,4,33,23047,1,374,153125,2.2,825.4
C70A,4,33,23047,2,374,153125,1.9,825.6
C70A,4,33,3194,3,374,153125,2,823.8
C70A,4,33,3194,4,374,153125,1.9,824
C70A,4,33,141827,5,374,153125,2.2,822.8
C70A,4,33,141827,6,374,153125,3.2,821.6
C70A,4,33,8880,7,374,153125,2.4,829
C70A,4,33,8880,8,374,153125,2.1,829.5
C70A,4,33,23047,1,429,178601,NA,NA
C70A,4,33,23047,2,429,178601,NA,NA
C70A,4,33,3194,3,429,178601,2.7,NA
C70A,4,33,3194,4,429,178601,NA,NA
C70A,4,33,141827,5,429,178601,NA,NA
C70A,4,33,141827,6,429,178601,NA,NA
C70A,4,33,8880,7,429,178601,3,NA
C70A,4,33,8880,8,429,178601,2.7,NA
C70A,4,33,23047,1,484,204963,2.8,823.3
C70A,4,33,23047,2,484,204963,3.1,823.4
C70A,4,33,3194,3,484,204963,3.3,821.1
C70A,4,33,3194,4,484,204963,2.4,822.3
C70A,4,33,141827,5,484,204963,3,820.3
C70A,4,33,141827,6,484,204963,4.2,818.6
C70A,4,33,8880,7,484,204963,3.2,826.8
C70A,4,33,8880,8,484,204963,3.1,827.5
C70A,4,34,36681,1,0,0,NA,841
C70A,4,34,36681,2,0,0,NA,840.5
C70A,4,34,12631,3,0,0,NA,840.3
C70A,4,34,12631,4,0,0,NA,839.8
C70A,4,34,36517,5,0,0,0,836
C70A,4,34,36517,6,0,0,0,836
C70A,4,34,35587,7,0,0,NA,840.7
C70A,4,34,35587,8,0,0,NA,840.5
C70A,4,34,36681,1,374,153125,1.8,838.8
C70A,4,34,36681,2,374,153125,2.5,837.2
C70A,4,34,12631,3,374,153125,2,838.3
C70A,4,34,12631,4,374,153125,3.2,836
C70A,4,34,36517,5,374,153125,1.3,834.1
C70A,4,34,36517,6,374,153125,1,835.2
C70A,4,34,35587,7,374,153125,2.3,838.1
C70A,4,34,35587,8,374,153125,2.3,837.6
C70A,4,34,36681,1,429,178601,2.4,NA
C70A,4,34,36681,2,429,178601,2.7,NA
C70A,4,34,12631,3,429,178601,2.7,NA
C70A,4,34,12631,4,429,178601,2.3,NA
C70A,4,34,36517,5,429,178601,2.2,NA
C70A,4,34,36517,6,429,178601,NA,NA
C70A,4,34,35587,7,429,178601,2.5,NA
C70A,4,34,35587,8,429,178601,2.6,NA
C70A,4,34,36681,1,484,204963,2.7,836.3
C70A,4,34,36681,2,484,204963,3.6,834.6
C70A,4,34,12631,3,484,204963,2.9,836
C70A,4,34,12631,4,484,204963,4,833.8
C70A,4,34,36517,5,484,204963,2.6,830.2
C70A,4,34,36517,6,484,204963,2.1,832.5
C70A,4,34,35587,7,484,204963,3.6,835.8
C70A,4,34,35587,8,484,204963,3.5,835.1
C70A,3,35,201877,1,0,0,0,825.7
C70A,3,35,201877,2,0,0,0,826.4
C70A,3,35,202569,3,0,0,0,825.2
C70A,3,35,202569,4,0,0,0,825.4
C70A,3,35,194904,5,0,0,0,824.2
C70A,3,35,194904,6,0,0,0,824.3
C70A,3,35,201740,7,0,0,0,827.3
C70A,3,35,201740,8,0,0,0,827
C70A,3,35,201877,1,137,58572,0.4,NA
C70A,3,35,201877,2,137,58572,0.6,NA
C70A,3,35,202569,3,137,58572,0.6,NA
C70A,3,35,202569,4,137,58572,0.5,NA
C70A,3,35,194904,5,137,58572,0.4,NA
C70A,3,35,194904,6,137,58572,0.6,NA
C70A,3,35,201740,7,137,58572,0.6,NA
C70A,3,35,201740,8,137,58572,0.5,NA
C70A,3,35,201877,1,193,85591,1.2,NA
C70A,3,35,201877,2,193,85591,1.5,NA
C70A,3,35,202569,3,193,85591,1.1,NA
C70A,3,35,202569,4,193,85591,1.4,NA
C70A,3,35,194904,5,193,85591,1.4,NA
C70A,3,35,194904,6,193,85591,1.5,NA
C70A,3,35,201740,7,193,85591,1.5,NA
C70A,3,35,201740,8,193,85591,1.7,NA
C70A,3,35,201877,1,239,106130,1,822.4
C70A,3,35,201877,2,239,106130,1.9,822.1
C70A,3,35,202569,3,239,106130,1,821.7
C70A,3,35,202569,4,239,106130,1,822.6
C70A,3,35,194904,5,239,106130,0.9,821.3
C70A,3,35,194904,6,239,106130,1.1,821.5
C70A,3,35,201740,7,239,106130,1.7,822.9
C70A,3,35,201740,8,239,106130,2.4,821.5
C70A,3,36,208815,1,0,0,0,828
C70A,3,36,208815,2,0,0,0,828.1
C70A,3,36,201645,3,0,0,0,826.4
C70A,3,36,201645,4,0,0,0,827.1
C70A,3,36,151612,5,0,0,0,822.4
C70A,3,36,151612,6,0,0,0,823.2
C70A,3,36,213628,7,0,0,NA,826.6
C70A,3,36,213628,8,0,0,NA,826.4
C70A,3,36,208815,1,137,58572,0.5,NA
C70A,3,36,208815,2,137,58572,0.4,NA
C70A,3,36,201645,3,137,58572,0.5,NA
C70A,3,36,201645,4,137,58572,0.6,NA
C70A,3,36,151612,5,137,58572,0.4,NA
C70A,3,36,151612,6,137,58572,0.3,NA
C70A,3,36,213628,7,137,58572,2.4,NA
C70A,3,36,213628,8,137,58572,2.3,NA
C70A,3,36,208815,1,193,85591,1.2,NA
C70A,3,36,208815,2,193,85591,1.2,NA
C70A,3,36,201645,3,193,85591,1.8,NA
C70A,3,36,201645,4,193,85591,1.6,NA
C70A,3,36,151612,5,193,85591,1.5,NA
C70A,3,36,151612,6,193,85591,1.4,NA
C70A,3,36,213628,7,193,85591,2.7,NA
C70A,3,36,213628,8,193,85591,3.2,NA
C70A,3,36,208815,1,239,106130,1.1,824.6
C70A,3,36,208815,2,239,106130,0.8,825.4
C70A,3,36,201645,3,239,106130,1.1,823.2
C70A,3,36,201645,4,239,106130,0.9,824
C70A,3,36,151612,5,239,106130,1.5,818.2
C70A,3,36,151612,6,239,106130,1.4,819.7
C70A,3,36,213628,7,239,106130,2.9,823.9
C70A,3,36,213628,8,239,106130,3.3,822.9
C70A,4,37,21869,1,0,0,NA,840
C70A,4,37,21869,2,0,0,NA,840
C70A,4,37,16980,3,0,0,NA,840.2
C70A,4,37,16980,4,0,0,NA,840.8
C70A,4,37,6841,5,0,0,0,839
C70A,4,37,6841,6,0,0,0,839
C70A,4,37,26393,7,0,0,NA,840.1
C70A,4,37,26393,8,0,0,NA,841
C70A,4,37,21869,1,374,153125,2.3,838
C70A,4,37,21869,2,374,153125,2.6,837
C70A,4,37,16980,3,374,153125,2.3,838.7
C70A,4,37,16980,4,374,153125,2.2,838.2
C70A,4,37,6841,5,374,153125,0.8,837.4
C70A,4,37,6841,6,374,153125,0.7,837.4
C70A,4,37,26393,7,374,153125,1.9,838.7
C70A,4,37,26393,8,374,153125,2,838.6
C70A,4,37,21869,1,429,178601,3.3,NA
C70A,4,37,21869,2,429,178601,2.9,NA
C70A,4,37,16980,3,429,178601,2.5,NA
C70A,4,37,16980,4,429,178601,NA,NA
C70A,4,37,6841,5,429,178601,NA,NA
C70A,4,37,6841,6,429,178601,1.7,NA
C70A,4,37,26393,7,429,178601,NA,NA
C70A,4,37,26393,8,429,178601,1.6,NA
C70A,4,37,21869,1,484,204963,3.4,835.6
C70A,4,37,21869,2,484,204963,3.4,834.9
C70A,4,37,16980,3,484,204963,2.9,836
C70A,4,37,16980,4,484,204963,2.9,836
C70A,4,37,6841,5,484,204963,1.7,835.1
C70A,4,37,6841,6,484,204963,2.2,834.5
C70A,4,37,26393,7,484,204963,2.8,836.6
C70A,4,37,26393,8,484,204963,3.1,835.4
C70A,4,38,11818,1,0,0,NA,841
C70A,4,38,11818,2,0,0,NA,841
C70A,4,38,10583,3,0,0,NA,839.2
C70A,4,38,10583,4,0,0,NA,840
C70A,4,38,78587,5,0,0,NA,840
C70A,4,38,78587,6,0,0,NA,840
C70A,4,38,43690,7,0,0,NA,841
C70A,4,38,43690,8,0,0,NA,840.8
C70A,4,38,11818,1,374,153125,2.7,837.1
C70A,4,38,11818,2,374,153125,2.4,837.9
C70A,4,38,10583,3,374,153125,1.9,838.9
C70A,4,38,10583,4,374,153125,2.1,838.4
C70A,4,38,78587,5,374,153125,2.5,837.7
C70A,4,38,78587,6,374,153125,2.3,838
C70A,4,38,43690,7,374,153125,2.1,838.7
C70A,4,38,43690,8,374,153125,2.4,837.5
C70A,4,38,11818,1,429,178601,NA,NA
C70A,4,38,11818,2,429,178601,NA,NA
C70A,4,38,10583,3,429,178601,2.7,NA
C70A,4,38,10583,4,429,178601,2.9,NA
C70A,4,38,78587,5,429,178601,3.5,NA
C70A,4,38,78587,6,429,178601,2.8,NA
C70A,4,38,43690,7,429,178601,2.1,NA
C70A,4,38,43690,8,429,178601,2.9,NA
C70A,4,38,11818,1,484,204963,2.4,837.5
C70A,4,38,11818,2,484,204963,3.3,835.7
C70A,4,38,10583,3,484,204963,3.4,835.1
C70A,4,38,10583,4,484,204963,3.1,835.8
C70A,4,38,78587,5,484,204963,3.7,835
C70A,4,38,78587,6,484,204963,3,835.9
C70A,4,38,43690,7,484,204963,2.6,836.6
C70A,4,38,43690,8,484,204963,3.4,835
C70A,3,39,13265,1,0,0,NA,NA
C70A,3,39,13265,2,0,0,NA,NA
C70A,3,39,8343,3,0,0,NA,NA
C70A,3,39,8343,4,0,0,NA,NA
C70A,3,39,142550,5,0,0,0,812.2
C70A,3,39,142550,6,0,0,0,812.4
C70A,3,39,7309,7,0,0,0,815
C70A,3,39,7309,8,0,0,0,814.9
C70A,3,39,13265,1,137,58572,0.5,NA
C70A,3,39,13265,2,137,58572,0.7,NA
C70A,3,39,8343,3,137,58572,0.8,NA
C70A,3,39,8343,4,137,58572,0.6,NA
C70A,3,39,142550,5,137,58572,1,NA
C70A,3,39,142550,6,137,58572,0.7,NA
C70A,3,39,7309,7,137,58572,0.8,NA
C70A,3,39,7309,8,137,58572,0.6,NA
C70A,3,39,13265,1,193,85591,1.8,NA
C70A,3,39,13265,2,193,85591,2.8,NA
C70A,3,39,8343,3,193,85591,1,NA
C70A,3,39,8343,4,193,85591,1.3,NA
C70A,3,39,142550,5,193,85591,1.2,NA
C70A,3,39,142550,6,193,85591,1.8,NA
C70A,3,39,7309,7,193,85591,1.6,NA
C70A,3,39,7309,8,193,85591,2.1,NA
C70A,3,39,13265,1,239,106130,1.3,813
C70A,3,39,13265,2,239,106130,2.4,811.4
C70A,3,39,8343,3,239,106130,1.1,812.5
C70A,3,39,8343,4,239,106130,1.2,812.1
C70A,3,39,142550,5,239,106130,1.6,806.6
C70A,3,39,142550,6,239,106130,1.9,808.8
C70A,3,39,7309,7,239,106130,1.9,809.7
C70A,3,39,7309,8,239,106130,1.7,810.9
C70A,3,40,9923,1,0,0,0,820.5
C70A,3,40,9923,2,0,0,0,820.3
C70A,3,40,33423,3,0,0,0,819.2
C70A,3,40,33423,4,0,0,0,819
C70A,3,40,203000,5,0,0,NA,NA
C70A,3,40,203000,6,0,0,NA,NA
C70A,3,40,159722,7,0,0,0,821.1
C70A,3,40,159722,8,0,0,0,821.4
C70A,3,40,9923,1,137,58572,0.5,NA
C70A,3,40,9923,2,137,58572,0.7,NA
C70A,3,40,33423,3,137,58572,0.9,NA
C70A,3,40,33423,4,137,58572,0.5,NA
C70A,3,40,203000,5,137,58572,0.7,NA
C70A,3,40,203000,6,137,58572,0.9,NA
C70A,3,40,159722,7,137,58572,0.8,NA
C70A,3,40,159722,8,137,58572,0.6,NA
C70A,3,40,9923,1,193,85591,1,NA
C70A,3,40,9923,2,193,85591,1,NA
C70A,3,40,33423,3,193,85591,0.5,NA
C70A,3,40,33423,4,193,85591,0.6,NA
C70A,3,40,203000,5,193,85591,0.6,NA
C70A,3,40,203000,6,193,85591,1.3,NA
C70A,3,40,159722,7,193,85591,1.2,NA
C70A,3,40,159722,8,193,85591,1,NA
C70A,3,40,9923,1,239,106130,0.9,816.3
C70A,3,40,9923,2,239,106130,0.8,817.1
C70A,3,40,33423,3,239,106130,0.5,816.5
C70A,3,40,33423,4,239,106130,0.7,816
C70A,3,40,203000,5,239,106130,0.9,817.5
C70A,3,40,203000,6,239,106130,1.4,816.1
C70A,3,40,159722,7,239,106130,1.4,816.6
C70A,3,40,159722,8,239,106130,0.7,818.6
C70A,3,41,79057,1,0,0,0,825.6
C70A,3,41,79057,2,0,0,0,825.6
C70A,3,41,152971,3,0,0,0,821.8
C70A,3,41,152971,4,0,0,0,822.2
C70A,3,41,39913,5,0,0,0,824.1
C70A,3,41,39913,6,0,0,0,824.3
C70A,3,41,152210,7,0,0,0,823.9
C70A,3,41,152210,8,0,0,0,824.2
C70A,3,41,79057,1,137,58572,0.5,NA
C70A,3,41,79057,2,137,58572,0.7,NA
C70A,3,41,152971,3,137,58572,0.6,NA
C70A,3,41,152971,4,137,58572,0.8,NA
C70A,3,41,39913,5,137,58572,1,NA
C70A,3,41,39913,6,137,58572,0.7,NA
C70A,3,41,152210,7,137,58572,1.1,NA
C70A,3,41,152210,8,137,58572,0.9,NA
C70A,3,41,79057,1,193,85591,1.5,NA
C70A,3,41,79057,2,193,85591,1.5,NA
C70A,3,41,152971,3,193,85591,1.4,NA
C70A,3,41,152971,4,193,85591,1.7,NA
C70A,3,41,39913,5,193,85591,1.2,NA
C70A,3,41,39913,6,193,85591,1.3,NA
C70A,3,41,152210,7,193,85591,1.3,NA
C70A,3,41,152210,8,193,85591,1.8,NA
C70A,3,41,79057,1,239,106130,1.1,822.5
C70A,3,41,79057,2,239,106130,1.9,821.3
C70A,3,41,152971,3,239,106130,1.2,818.3
C70A,3,41,152971,4,239,106130,1.9,818
C70A,3,41,39913,5,239,106130,1.4,819.4
C70A,3,41,39913,6,239,106130,1.3,820.8
C70A,3,41,152210,7,239,106130,1.4,819.9
C70A,3,41,152210,8,239,106130,2.1,819.3
C70A,3,42,200526,1,0,0,0,828.4
C70A,3,42,200526,2,0,0,0,829.2
C70A,3,42,110989,3,0,0,0,827.9
C70A,3,42,110989,4,0,0,0,827.9
C70A,3,42,37799,5,0,0,0,828.8
C70A,3,42,37799,6,0,0,0,828
C70A,3,42,154295,7,0,0,0,828.4
C70A,3,42,154295,8,0,0,0,828.5
C70A,3,42,200526,1,137,58572,0.5,NA
C70A,3,42,200526,2,137,58572,0.7,NA
C70A,3,42,110989,3,137,58572,0.6,NA
C70A,3,42,110989,4,137,58572,0.4,NA
C70A,3,42,37799,5,137,58572,0.7,NA
C70A,3,42,37799,6,137,58572,0.4,NA
C70A,3,42,154295,7,137,58572,0.5,NA
C70A,3,42,154295,8,137,58572,0.6,NA
C70A,3,42,200526,1,193,85591,0.8,NA
C70A,3,42,200526,2,193,85591,1.7,NA
C70A,3,42,110989,3,193,85591,2.4,NA
C70A,3,42,110989,4,193,85591,2.6,NA
C70A,3,42,37799,5,193,85591,0.6,NA
C70A,3,42,37799,6,193,85591,1.9,NA
C70A,3,42,154295,7,193,85591,1.4,NA
C70A,3,42,154295,8,193,85591,1.3,NA
C70A,3,42,200526,1,239,106130,1.2,824.7
C70A,3,42,200526,2,239,106130,2.2,823.7
C70A,3,42,110989,3,239,106130,2.5,822
C70A,3,42,110989,4,239,106130,1.9,823.3
C70A,3,42,37799,5,239,106130,1,825.7
C70A,3,42,37799,6,239,106130,1.3,825.3
C70A,3,42,154295,7,239,106130,1.5,824.2
C70A,3,42,154295,8,239,106130,1.2,824.6
C70A,4,43,14051,1,0,0,0,839
C70A,4,43,14051,2,0,0,0,839
C70A,4,43,18617,3,0,0,0,839
C70A,4,43,18617,4,0,0,0,839
C70A,4,43,19041,5,0,0,0,839.2
C70A,4,43,19041,6,0,0,NA,839.5
C70A,4,43,13479,7,0,0,0,839
C70A,4,43,13479,8,0,0,0,839
C70A,4,43,14051,1,374,153125,0.4,836.6
C70A,4,43,14051,2,374,153125,0.9,835.4
C70A,4,43,18617,3,374,153125,0.4,837.1
C70A,4,43,18617,4,374,153125,0.6,835.6
C70A,4,43,19041,5,374,153125,0.4,835.9
C70A,4,43,19041,6,374,153125,0.8,836.2
C70A,4,43,13479,7,374,153125,0.5,836.5
C70A,4,43,13479,8,374,153125,0.5,835.3
C70A,4,43,14051,1,429,178601,NA,NA
C70A,4,43,14051,2,429,178601,1.3,NA
C70A,4,43,18617,3,429,178601,0.9,NA
C70A,4,43,18617,4,429,178601,NA,NA
C70A,4,43,19041,5,429,178601,1,NA
C70A,4,43,19041,6,429,178601,1.3,NA
C70A,4,43,13479,7,429,178601,0.8,NA
C70A,4,43,13479,8,429,178601,NA,NA
C70A,4,43,14051,1,484,204963,1.1,834.3
C70A,4,43,14051,2,484,204963,1.8,833
C70A,4,43,18617,3,484,204963,1.1,835.3
C70A,4,43,18617,4,484,204963,1,834.4
C70A,4,43,19041,5,484,204963,1.5,833.3
C70A,4,43,19041,6,484,204963,1.4,834.3
C70A,4,43,13479,7,484,204963,1.1,834.1
C70A,4,43,13479,8,484,204963,1.4,832.9
C70A,4,44,13086,1,0,0,NA,840.6
C70A,4,44,13086,2,0,0,NA,840.6
C70A,4,44,12418,3,0,0,NA,836.2
C70A,4,44,12418,4,0,0,NA,836.5
C70A,4,44,6470,5,0,0,0,836
C70A,4,44,6470,6,0,0,0,836
C70A,4,44,14954,7,0,0,0,839
C70A,4,44,14954,8,0,0,0,839
C70A,4,44,13086,1,374,153125,2,838.8
C70A,4,44,13086,2,374,153125,2.1,838.4
C70A,4,44,12418,3,374,153125,1.9,834.1
C70A,4,44,12418,4,374,153125,1.8,833.8
C70A,4,44,6470,5,374,153125,0.8,834.7
C70A,4,44,6470,6,374,153125,1.5,833.7
C70A,4,44,14954,7,374,153125,1.4,834.9
C70A,4,44,14954,8,374,153125,1,835.6
C70A,4,44,13086,1,429,178601,2.4,NA
C70A,4,44,13086,2,429,178601,2.6,NA
C70A,4,44,12418,3,429,178601,2.5,NA
C70A,4,44,12418,4,429,178601,NA,NA
C70A,4,44,6470,5,429,178601,NA,NA
C70A,4,44,6470,6,429,178601,2,NA
C70A,4,44,14954,7,429,178601,2.1,NA
C70A,4,44,14954,8,429,178601,1.4,NA
C70A,4,44,13086,1,484,204963,2.8,836.1
C70A,4,44,13086,2,484,204963,3.2,836
C70A,4,44,12418,3,484,204963,2.7,831.8
C70A,4,44,12418,4,484,204963,2.4,832.2
C70A,4,44,6470,5,484,204963,1.6,832.5
C70A,4,44,6470,6,484,204963,2.1,831.3
C70A,4,44,14954,7,484,204963,2.4,831.3
C70A,4,44,14954,8,484,204963,1.9,833.3
C70A,4,45,20057,1,0,0,NA,840
C70A,4,45,20057,2,0,0,NA,839.5
C70A,4,45,3130,3,0,0,NA,840.5
C70A,4,45,3130,4,0,0,NA,840.5
C70A,4,45,12845,5,0,0,0,833
C70A,4,45,12845,6,0,0,NA,833
C70A,4,45,49595,7,0,0,0,836
C70A,4,45,49595,8,0,0,NA,836
C70A,4,45,20057,1,374,153125,2.3,837.9
C70A,4,45,20057,2,374,153125,2.8,836.9
C70A,4,45,3130,3,374,153125,2.1,837.7
C70A,4,45,3130,4,374,153125,2.1,838.2
C70A,4,45,12845,5,374,153125,0.6,830.2
C70A,4,45,12845,6,374,153125,0.2,829.8
C70A,4,45,49595,7,374,153125,0.6,833.5
C70A,4,45,49595,8,374,153125,0.9,833.5
C70A,4,45,20057,1,429,178601,NA,NA
C70A,4,45,20057,2,429,178601,2.9,NA
C70A,4,45,3130,3,429,178601,2.7,NA
C70A,4,45,3130,4,429,178601,2.7,NA
C70A,4,45,12845,5,429,178601,NA,NA
C70A,4,45,12845,6,429,178601,NA,NA
C70A,4,45,49595,7,429,178601,NA,NA
C70A,4,45,49595,8,429,178601,NA,NA
C70A,4,45,20057,1,484,204963,2.9,836.8
C70A,4,45,20057,2,484,204963,3.9,834.3
C70A,4,45,3130,3,484,204963,2.9,837.4
C70A,4,45,3130,4,484,204963,2.8,836.7
C70A,4,45,12845,5,484,204963,1.4,828.5
C70A,4,45,12845,6,484,204963,0.9,827.8
C70A,4,45,49595,7,484,204963,1.2,831
C70A,4,45,49595,8,484,204963,1.5,831.2
C70A,4,46,34645,1,0,0,NA,840
C70A,4,46,34645,2,0,0,NA,840
C70A,4,46,10231,3,0,0,0,834
C70A,4,46,10231,4,0,0,0,834
C70A,4,46,40582,5,0,0,NA,840.6
C70A,4,46,40582,6,0,0,NA,840.5
C70A,4,46,52340,7,0,0,NA,840
C70A,4,46,52340,8,0,0,NA,840
C70A,4,46,34645,1,374,153125,2.2,837.7
C70A,4,46,34645,2,374,153125,2.5,837.4
C70A,4,46,10231,3,374,153125,0.6,831.5
C70A,4,46,10231,4,374,153125,0.6,832.3
C70A,4,46,40582,5,374,153125,1.8,838.8
C70A,4,46,40582,6,374,153125,3.2,836
C70A,4,46,52340,7,374,153125,2.3,838.1
C70A,4,46,52340,8,374,153125,3.1,837
C70A,4,46,34645,1,429,178601,2.8,NA
C70A,4,46,34645,2,429,178601,3.4,NA
C70A,4,46,10231,3,429,178601,2,NA
C70A,4,46,10231,4,429,178601,NA,NA
C70A,4,46,40582,5,429,178601,2.5,NA
C70A,4,46,40582,6,429,178601,3.7,NA
C70A,4,46,52340,7,429,178601,NA,NA
C70A,4,46,52340,8,429,178601,3.7,NA
C70A,4,46,34645,1,484,204963,3.2,836.5
C70A,4,46,34645,2,484,204963,3.7,835.6
C70A,4,46,10231,3,484,204963,2.3,828.7
C70A,4,46,10231,4,484,204963,1.3,830.5
C70A,4,46,40582,5,484,204963,2.7,836.1
C70A,4,46,40582,6,484,204963,4,833.6
C70A,4,46,52340,7,484,204963,2.9,836.1
C70A,4,46,52340,8,484,204963,4,834.2
C70A,4,47,30154,1,0,0,NA,840.5
C70A,4,47,30154,2,0,0,NA,840.6
C70A,4,47,20819,3,0,0,NA,840.5
C70A,4,47,20819,4,0,0,NA,840.2
C70A,4,47,31389,5,0,0,NA,830
C70A,4,47,31389,6,0,0,NA,830
C70A,4,47,36366,7,0,0,0,838
C70A,4,47,36366,8,0,0,0,838
C70A,4,47,30154,1,374,153125,2.7,837.4
C70A,4,47,30154,2,374,153125,2.3,837.8
C70A,4,47,20819,3,374,153125,2.3,838.5
C70A,4,47,20819,4,374,153125,2.5,837.9
C70A,4,47,31389,5,374,153125,2.5,827.4
C70A,4,47,31389,6,374,153125,2.3,827.4
C70A,4,47,36366,7,374,153125,0.7,835.6
C70A,4,47,36366,8,374,153125,0.9,836
C70A,4,47,30154,1,429,178601,NA,NA
C70A,4,47,30154,2,429,178601,3.1,NA
C70A,4,47,20819,3,429,178601,2.9,NA
C70A,4,47,20819,4,429,178601,3.3,NA
C70A,4,47,31389,5,429,178601,NA,NA
C70A,4,47,31389,6,429,178601,NA,NA
C70A,4,47,36366,7,429,178601,NA,NA
C70A,4,47,36366,8,429,178601,1.7,NA
C70A,4,47,30154,1,484,204963,3.3,834.8
C70A,4,47,30154,2,484,204963,3.4,835.1
C70A,4,47,20819,3,484,204963,3,836
C70A,4,47,20819,4,484,204963,3.4,835.5
C70A,4,47,31389,5,484,204963,3.4,824.4
C70A,4,47,31389,6,484,204963,3.1,825.3
C70A,4,47,36366,7,484,204963,1.7,832.1
C70A,4,47,36366,8,484,204963,2.1,833
C70A,4,48,162803,1,0,0,NA,825.6
C70A,4,48,162803,2,0,0,NA,825.5
C70A,4,48,60616,3,0,0,NA,822.4
C70A,4,48,60616,4,0,0,NA,822
C70A,4,48,8110,5,0,0,NA,823.4
C70A,4,48,8110,6,0,0,NA,823.5
C70A,4,48,143679,7,0,0,NA,823.6
C70A,4,48,143679,8,0,0,NA,823.4
C70A,4,48,162803,1,374,153125,2.1,824.4
C70A,4,48,162803,2,374,153125,2.2,823.8
C70A,4,48,60616,3,374,153125,2,821
C70A,4,48,60616,4,374,153125,2.8,819.6
C70A,4,48,8110,5,374,153125,2.5,821.1
C70A,4,48,8110,6,374,153125,2.8,821.1
C70A,4,48,143679,7,374,153125,2.1,821.2
C70A,4,48,143679,8,374,153125,2,821.2
C70A,4,48,162803,1,429,178601,NA,NA
C70A,4,48,162803,2,429,178601,NA,NA
C70A,4,48,60616,3,429,178601,2.5,NA
C70A,4,48,60616,4,429,178601,3.2,NA
C70A,4,48,8110,5,429,178601,2.9,NA
C70A,4,48,8110,6,429,178601,NA,NA
C70A,4,48,143679,7,429,178601,NA,NA
C70A,4,48,143679,8,429,178601,NA,NA
C70A,4,48,162803,1,484,204963,2.6,821.8
C70A,4,48,162803,2,484,204963,3.1,821.5
C70A,4,48,60616,3,484,204963,2.6,818.7
C70A,4,48,60616,4,484,204963,3.4,817.5
C70A,4,48,8110,5,484,204963,3.3,818.7
C70A,4,48,8110,6,484,204963,3.1,819.2
C70A,4,48,143679,7,484,204963,2.9,818.3
C70A,4,48,143679,8,484,204963,2.7,819
